fold_index,accession,job_id,analysis_id,span_aa,wall_seconds,free_mib_before,requirement_mib,peak_allocated_mib,peak_reserved_mib,emitted_pae,served_structure_bytes,served_pae,verdict,at
250,O76090,4638,4639,19,19.25,7043,6357,5374,5500,True,12111,True,ok,2026-09-13T07:07:02
251,P49447,4639,4640,19,19.62,7043,6357,5374,5498,True,11868,True,ok,2026-09-13T07:07:23
252,P55087,4640,4641,19,19.55,7043,6357,5374,5498,True,10329,True,ok,2026-09-13T07:07:43
253,Q2TAA5,4641,4642,19,19.5,7043,6357,5374,5498,True,12840,True,ok,2026-09-13T07:08:04
254,Q3ZAQ7,4642,4643,19,19.45,7043,6357,5374,5498,True,12111,True,ok,2026-09-13T07:08:24
255,Q5T292,4643,4644,19,19.58,7043,6357,5374,5498,True,11544,True,ok,2026-09-13T07:08:44
256,Q8N1M1,4644,4645,19,19.44,7043,6357,5374,5498,True,12435,True,ok,2026-09-13T07:09:04
257,Q8NET8,4645,4646,19,19.53,7043,6357,5374,5498,True,13002,True,ok,2026-09-13T07:09:25
258,Q8NFU1,4646,4647,19,19.58,7043,6357,5374,5498,True,12354,True,ok,2026-09-13T07:09:45
259,Q8TAA9,4647,4648,19,19.13,7043,6357,5374,5498,True,13245,True,ok,2026-09-13T07:10:05
260,Q96BI3,4648,4649,19,19.36,7043,6357,5374,5498,True,11382,True,ok,2026-09-13T07:10:25
261,Q96FL8,4649,4650,19,19.85,7043,6357,5374,5498,True,11949,True,ok,2026-09-13T07:10:45
262,Q96T53,4650,4651,19,19.61,7043,6357,5374,5498,True,13569,True,ok,2026-09-13T07:11:06
263,Q9BRL7,4651,4652,19,19.58,7043,6357,5374,5498,True,11949,True,ok,2026-09-13T07:11:26
264,Q9NVV0,4652,4653,19,19.79,7043,6357,5374,5498,True,12435,True,ok,2026-09-13T07:11:47
265,Q9ULS6,4653,4654,19,19.59,7043,6357,5374,5498,True,11544,True,ok,2026-09-13T07:12:07
266,Q9Y5U4,4654,4655,19,19.62,7043,6357,5374,5498,True,11787,True,ok,2026-09-13T07:12:28
267,O15403,4655,4656,20,19.43,7043,6357,5375,5498,True,13407,True,ok,2026-09-13T07:12:48
268,O43525,4656,4657,20,19.19,7043,6357,5375,5498,True,13164,True,ok,2026-09-13T07:13:08
269,O75908,4657,4658,20,19.37,7043,6357,5375,5498,True,13650,True,ok,2026-09-13T07:13:28
270,O95864,4658,4659,20,19.66,7043,6357,5375,5498,True,14136,True,ok,2026-09-13T07:13:48
271,P08172,4659,4660,20,19.36,7043,6357,5375,5498,True,12030,True,ok,2026-09-13T07:14:08
272,P16435,4660,4661,20,19.55,7043,6357,5375,5498,True,11301,True,ok,2026-09-13T07:14:29
273,P25021,4661,4662,20,19.52,7043,6357,5375,5498,True,11139,True,ok,2026-09-13T07:14:49
274,P41181,4662,4663,20,19.52,7043,6357,5375,5498,True,11220,True,ok,2026-09-13T07:15:09
275,P42167,4663,4664,20,19.71,7043,6357,5375,5498,True,13407,True,ok,2026-09-13T07:15:30
276,P49788,4664,4665,20,19.71,7043,6357,5375,5498,True,13326,True,ok,2026-09-13T07:15:50
277,Q14721,4665,4666,20,19.94,7043,6357,5375,5498,True,12678,True,ok,2026-09-13T07:16:11
278,Q86SQ6,4666,4667,20,19.63,7043,6357,5375,5500,True,13731,True,ok,2026-09-13T07:16:31
279,Q8N5M9,4667,4668,20,19.56,7043,6357,5375,5498,True,13245,True,ok,2026-09-13T07:16:51
280,Q8N6L0,4668,4669,20,19.52,7043,6357,5375,5498,True,13002,True,ok,2026-09-13T07:17:12
281,Q8N6L1,4669,4670,20,19.54,7043,6357,5375,5498,True,13083,True,ok,2026-09-13T07:17:32
282,Q8NCG7,4670,4671,20,19.43,7043,6357,5375,5498,True,12192,True,ok,2026-09-13T07:17:52
283,Q8TAD4,4671,4672,20,19.36,7043,6357,5375,5498,True,13002,True,ok,2026-09-13T07:18:12
284,Q92953,4672,4673,20,19.31,7043,6357,5375,5498,True,13407,True,ok,2026-09-13T07:18:32
285,Q96P56,4673,4674,20,19.57,7043,6357,5375,5498,True,14136,True,ok,2026-09-13T07:18:53
286,Q9H3N8,4674,4675,20,19.98,7043,6357,5375,5498,True,13326,True,ok,2026-09-13T07:19:13
287,Q9NYW5,4675,4676,20,19.81,7043,6357,5375,5498,True,12678,True,ok,2026-09-13T07:19:34
288,O75844,4676,4677,21,19.51,7043,6357,5376,5500,True,13326,True,ok,2026-09-13T07:19:54
289,P30301,4677,4678,21,19.93,7043,6357,5376,5500,True,12111,True,ok,2026-09-13T07:20:15
290,Q03519,4678,4679,21,19.46,7043,6357,5376,5500,True,11463,True,ok,2026-09-13T07:20:35
291,Q16538,4679,4680,21,19.62,7043,6357,5376,5500,True,13974,True,ok,2026-09-13T07:20:55
292,Q16873,4680,4681,21,19.3,7043,6357,5376,5500,True,13569,True,ok,2026-09-13T07:21:16
293,Q7RTX7,4681,4682,21,19.48,7043,6357,5376,5500,True,14703,True,ok,2026-09-13T07:21:36
294,Q86XQ3,4682,4683,21,19.29,7043,6357,5376,5500,True,12678,True,ok,2026-09-13T07:21:56
295,Q8IYL9,4683,4684,21,19.29,7043,6357,5376,5500,True,14217,True,ok,2026-09-13T07:22:16
296,Q8N4V1,4684,4685,21,19.43,7043,6357,5376,5500,True,13893,True,ok,2026-09-13T07:22:36
297,Q8N8Q9,4685,4686,21,19.41,7043,6357,5376,5500,True,13569,True,ok,2026-09-13T07:22:56
298,Q8TDN1,4686,4687,21,19.89,7043,6357,5376,5500,True,13812,True,ok,2026-09-13T07:23:17
299,Q8TDU6,4687,4688,21,19.43,7043,6357,5376,5500,True,11544,True,ok,2026-09-13T07:23:37
300,Q9NUE0,4688,4689,21,19.69,7043,6357,5376,5500,True,13002,True,ok,2026-09-13T07:23:58
301,Q9ULC8,4689,4690,21,19.79,7043,6357,5376,5500,True,12354,True,ok,2026-09-13T07:24:18
302,Q9Y342,4690,4691,21,19.66,7043,6357,5376,5500,True,12678,True,ok,2026-09-13T07:24:39
303,O15374,4691,4692,22,19.41,7043,6357,5377,5500,True,14946,True,ok,2026-09-13T07:24:59
304,O15432,4692,4693,22,19.41,7043,6357,5377,5500,True,14865,True,ok,2026-09-13T07:25:19
305,P11229,4693,4694,22,19.68,7043,6357,5377,5502,True,11949,True,ok,2026-09-13T07:25:39
306,P18089,4694,4695,22,19.43,7043,6357,5377,5500,True,14055,True,ok,2026-09-13T07:25:59
307,P28566,4695,4696,22,19.5,7043,6357,5377,5502,True,15432,True,ok,2026-09-13T07:26:20
308,P35610,4696,4697,22,19.4,7043,6357,5377,5500,True,15837,True,ok,2026-09-13T07:26:40
309,Q14849,4697,4698,22,19.35,7043,6357,5377,5500,True,14865,True,ok,2026-09-13T07:27:00
310,Q14973,4698,4699,22,19.95,7043,6357,5377,5500,True,13974,True,ok,2026-09-13T07:27:21
311,Q6NT55,4699,4700,22,19.97,7043,6357,5377,5500,True,14865,True,ok,2026-09-13T07:27:41
312,Q86SM5,4700,4701,22,19.4,7043,6357,5377,5500,True,13083,True,ok,2026-09-13T07:28:01
313,Q96IZ2,4701,4702,22,19.41,7043,6357,5377,5500,True,14460,True,ok,2026-09-13T07:28:22
314,Q9C0B5,4702,4703,22,19.54,7043,6357,5377,5500,True,13893,True,ok,2026-09-13T07:28:42
315,Q9NQW8,4703,4704,22,19.5,7043,6357,5377,5500,True,14784,True,ok,2026-09-13T07:29:03
316,Q9NYG2,4704,4705,22,19.69,7043,6357,5377,5500,True,14784,True,ok,2026-09-13T07:29:23
317,Q9UPQ8,4705,4706,22,19.62,7043,6357,5377,5500,True,16323,True,ok,2026-09-13T07:29:44
318,Q9Y2T6,4706,4707,22,19.18,7043,6357,5377,5500,True,15027,True,ok,2026-09-13T07:30:04
319,Q9Y5Q0,4707,4708,22,19.24,7043,6357,5377,5500,True,14865,True,ok,2026-09-13T07:30:23
320,A6NC51,4708,4709,23,19.48,7043,6357,5377,5500,True,14379,True,ok,2026-09-13T07:30:44
321,O00400,4709,4710,23,19.43,7043,6357,5377,5500,True,13407,True,ok,2026-09-13T07:31:04
322,O15127,4710,4711,23,19.76,7043,6357,5377,5500,True,13083,True,ok,2026-09-13T07:31:25
323,O60669,4711,4712,23,19.64,7043,6357,5377,5500,True,15513,True,ok,2026-09-13T07:31:45
324,O95159,4712,4713,23,19.66,7043,6357,5377,5500,True,13812,True,ok,2026-09-13T07:32:05
325,O95183,4713,4714,23,19.49,7043,6357,5377,5500,True,12354,True,ok,2026-09-13T07:32:26
326,O95772,4714,4715,23,19.66,7043,6357,5377,5500,True,15432,True,ok,2026-09-13T07:32:46
327,O95907,4715,4716,23,19.56,7043,6357,5377,5500,True,14622,True,ok,2026-09-13T07:33:07
328,P29973,4716,4717,23,19.8,7043,6357,5377,5500,True,14946,True,ok,2026-09-13T07:33:27
329,P43116,4717,4718,23,19.45,7043,6357,5377,5500,True,14298,True,ok,2026-09-13T07:33:47
330,P43119,4718,4719,23,19.47,7043,6357,5377,5500,True,15270,True,ok,2026-09-13T07:34:08
331,P58549,4719,4720,23,19.5,7043,6357,5377,5500,True,15270,True,ok,2026-09-13T07:34:28
332,Q14028,4720,4721,23,19.59,7043,6357,5377,5500,True,14946,True,ok,2026-09-13T07:34:48
333,Q16280,4721,4722,23,19.35,7043,6357,5377,5500,True,15027,True,ok,2026-09-13T07:35:09
334,Q53R12,4722,4723,23,19.63,7043,6357,5377,5500,True,13893,True,ok,2026-09-13T07:35:29
335,Q6RW13,4723,4724,23,19.56,7043,6357,5377,5500,True,14784,True,ok,2026-09-13T07:35:49
336,Q8IV77,4724,4725,23,19.68,7043,6357,5377,5500,True,15513,True,ok,2026-09-13T07:36:10
337,Q8IZ08,4725,4726,23,19.76,7043,6357,5377,5500,True,10086,True,ok,2026-09-13T07:36:31
338,Q8TDV5,4726,4727,23,19.47,7043,6357,5377,5500,True,13974,True,ok,2026-09-13T07:36:51
339,Q9BSK0,4727,4728,23,19.55,7043,6357,5377,5500,True,15675,True,ok,2026-09-13T07:37:11
340,Q9BY19,4728,4729,23,19.41,7043,6357,5377,5500,True,15675,True,ok,2026-09-13T07:37:31
341,Q9H3H5,4729,4730,23,19.25,7043,6357,5377,5500,True,14379,True,ok,2026-09-13T07:37:51
342,Q9NPI9,4730,4731,23,19.21,7043,6357,5377,5500,True,14379,True,ok,2026-09-13T07:38:11
343,Q9NS67,4731,4732,23,19.48,7043,6357,5377,5500,True,11382,True,ok,2026-09-13T07:38:32
344,Q9NZ42,4732,4733,23,19.56,7043,6357,5377,5500,True,15108,True,ok,2026-09-13T07:38:52
345,Q9P1Z3,4733,4734,23,19.87,7043,6357,5377,5500,True,15756,True,ok,2026-09-13T07:39:13
346,Q9UJ42,4734,4735,23,19.48,7043,6357,5377,5500,True,15027,True,ok,2026-09-13T07:39:33
347,Q9UL51,4735,4736,23,19.69,7043,6357,5377,5500,True,15513,True,ok,2026-09-13T07:39:53
348,Q9UNX9,4736,4737,23,19.65,7043,6357,5377,5500,True,12840,True,ok,2026-09-13T07:40:14
349,A0PK05,4737,4738,24,19.52,7043,6357,5378,5498,True,14946,True,ok,2026-09-13T07:40:34
350,A8MYU2,4738,4739,24,19.56,7043,6357,5378,5498,True,16404,True,ok,2026-09-13T07:40:54
351,O00264,4739,4740,24,19.15,7043,6357,5378,5498,True,13407,True,ok,2026-09-13T07:41:15
352,O00445,4740,4741,24,19.47,7043,6357,5378,5498,True,14460,True,ok,2026-09-13T07:41:35
353,O14683,4741,4742,24,19.43,7043,6357,5378,5498,True,14946,True,ok,2026-09-13T07:41:55
354,P28335,4742,4743,24,19.8,7043,6357,5378,5498,True,15189,True,ok,2026-09-13T07:42:15
355,P29972,4743,4744,24,19.3,7043,6357,5378,5498,True,13164,True,ok,2026-09-13T07:42:36
356,P30939,4744,4745,24,19.41,7043,6357,5378,5498,True,15594,True,ok,2026-09-13T07:42:56
357,P35408,4745,4746,24,19.91,7043,6357,5378,5498,True,16404,True,ok,2026-09-13T07:43:16
358,P47804,4746,4747,24,19.82,7043,6357,5378,5498,True,15756,True,ok,2026-09-13T07:43:37
359,P48051,4747,4748,24,19.42,7043,6357,5378,5498,True,15270,True,ok,2026-09-13T07:43:57
360,P48549,4748,4749,24,19.66,7043,6357,5378,5500,True,15027,True,ok,2026-09-13T07:44:18
361,Q14654,4749,4750,24,19.53,7043,6357,5378,5498,True,13650,True,ok,2026-09-13T07:44:38
362,Q2LD37,4750,4751,24,19.51,7043,6357,5378,5498,True,16080,True,ok,2026-09-13T07:44:59
363,Q8NA29,4751,4752,24,19.56,7043,6357,5378,5498,True,15351,True,ok,2026-09-13T07:45:19
364,Q8NB59,4752,4753,24,19.42,7043,6357,5378,5498,True,14622,True,ok,2026-09-13T07:45:39
365,Q8NDV2,4753,4754,24,19.34,7043,6357,5378,5498,True,16404,True,ok,2026-09-13T07:45:59
366,Q8TDS7,4754,4755,24,19.7,7043,6357,5378,5498,True,14379,True,ok,2026-09-13T07:46:20
367,Q92806,4755,4756,24,19.41,7043,6357,5378,5498,True,15027,True,ok,2026-09-13T07:46:40
368,Q96K19,4756,4757,24,19.45,7043,6357,5378,5498,True,14784,True,ok,2026-09-13T07:47:00
369,Q96LB2,4757,4758,24,19.58,7043,6357,5378,5498,True,14865,True,ok,2026-09-13T07:47:21
370,Q96SL1,4758,4759,24,19.65,7043,6357,5378,5498,True,14379,True,ok,2026-09-13T07:47:41
371,Q9P035,4759,4760,24,19.43,7043,6357,5378,5498,True,15999,True,ok,2026-09-13T07:48:01
372,Q9Y397,4760,4761,24,19.37,7043,6357,5378,5498,True,15108,True,ok,2026-09-13T07:48:21
373,A5D6W6,4761,4762,25,19.63,7043,6357,5379,5498,True,16323,True,ok,2026-09-13T07:48:42
374,O14843,4762,4763,25,19.44,7043,6357,5379,5498,True,16080,True,ok,2026-09-13T07:49:02
375,O15342,4763,4764,25,19.36,7043,6357,5379,5498,True,17781,True,ok,2026-09-13T07:49:22
376,O15529,4764,4765,25,19.62,7043,6357,5379,5498,True,16080,True,ok,2026-09-13T07:49:43
377,O60755,4765,4766,25,19.32,7043,6357,5379,5498,True,16728,True,ok,2026-09-13T07:50:03
378,O95406,4766,4767,25,19.59,7043,6357,5379,5498,True,16647,True,ok,2026-09-13T07:50:24
379,P0C626,4767,4768,25,19.43,7043,6357,5379,5498,True,16485,True,ok,2026-09-13T07:50:44
380,P30556,4768,4769,25,19.61,7043,6357,5379,5498,True,15675,True,ok,2026-09-13T07:51:04
381,P48048,4769,4770,25,19.36,7043,6357,5379,5498,True,15999,True,ok,2026-09-13T07:51:24
382,P57679,4770,4771,25,19.46,7043,6357,5379,5498,True,14379,True,ok,2026-09-13T07:51:45
383,P58743,4771,4772,25,19.44,7043,6357,5379,5498,True,15027,True,ok,2026-09-13T07:52:05
384,Q14500,4772,4773,25,19.44,7043,6357,5379,5498,True,14622,True,ok,2026-09-13T07:52:25
385,Q5SGD2,4773,4774,25,19.73,7043,6357,5379,5498,True,16890,True,ok,2026-09-13T07:52:46
386,Q8NHE4,4774,4775,25,19.51,7043,6357,5379,5498,True,17781,True,ok,2026-09-13T07:53:06
387,Q92819,4775,4776,25,20.34,7043,6357,5379,5498,True,15432,True,ok,2026-09-13T07:53:27
388,Q96B42,4776,4777,25,19.14,7043,6357,5379,5498,True,15351,True,ok,2026-09-13T07:53:47
389,Q96P69,4777,4778,25,19.23,7043,6357,5379,5498,True,15918,True,ok,2026-09-13T07:54:07
390,Q9BZV2,4778,4779,25,19.21,7043,6357,5379,5498,True,15756,True,ok,2026-09-13T07:54:27
391,Q9GZV3,4779,4780,25,19.41,7043,6357,5379,5498,True,15594,True,ok,2026-09-13T07:54:48
392,Q9HCJ1,4780,4781,25,19.27,7043,6357,5379,5498,True,16323,True,ok,2026-09-13T07:55:08
393,Q9UHI5,4781,4782,25,19.49,7043,6357,5379,5498,True,14379,True,ok,2026-09-13T07:55:28
394,A1L3X0,4782,4783,26,19.27,7043,6357,5380,5500,True,17538,True,ok,2026-09-13T07:55:48
395,O14718,4783,4784,26,19.61,7043,6357,5380,5500,True,16242,True,ok,2026-09-13T07:56:09
396,O15552,4784,4785,26,19.71,7043,6357,5380,5500,True,17457,True,ok,2026-09-13T07:56:29
397,O60741,4785,4786,26,19.35,7043,6357,5380,5500,True,17133,True,ok,2026-09-13T07:56:49
398,P30542,4786,4787,26,19.66,7043,6357,5380,5500,True,15999,True,ok,2026-09-13T07:57:10
399,P48764,4787,4788,26,19.83,7043,6357,5380,5498,True,15189,True,ok,2026-09-13T07:57:30
400,Q15629,4788,4789,26,19.35,7043,6357,5380,5498,True,16809,True,ok,2026-09-13T07:57:51
401,Q15722,4789,4790,26,19.57,7043,6357,5380,5498,True,14298,True,ok,2026-09-13T07:58:11
402,Q16281,4790,4791,26,19.4,7043,6357,5380,5500,True,16971,True,ok,2026-09-13T07:58:32
403,Q5UAW9,4791,4792,26,19.4,7043,6357,5380,5500,True,16647,True,ok,2026-09-13T07:58:52
404,Q86SM8,4792,4793,26,19.63,7043,6357,5380,5500,True,16809,True,ok,2026-09-13T07:59:12
405,Q8IW70,4793,4794,26,19.34,7043,6357,5380,5500,True,15999,True,ok,2026-09-13T07:59:32
406,Q8IY95,4794,4795,26,19.55,7043,6357,5380,5500,True,16080,True,ok,2026-09-13T07:59:53
407,Q8IZN3,4795,4796,26,19.7,7043,6357,5380,5500,True,15918,True,ok,2026-09-13T08:00:13
408,Q8NH08,4796,4797,26,19.22,7043,6357,5380,5500,True,16161,True,ok,2026-09-13T08:00:33
409,Q9H7V2,4797,4798,26,19.64,7043,6357,5380,5500,True,16080,True,ok,2026-09-13T08:00:54
410,Q9NQS5,4798,4799,26,19.17,7043,6357,5380,5500,True,17538,True,ok,2026-09-13T08:01:14
411,O60423,4799,4800,27,19.24,7043,6357,5380,5498,True,17862,True,ok,2026-09-13T08:01:34
412,O60779,4800,4801,27,19.49,7043,6357,5380,5498,True,17538,True,ok,2026-09-13T08:01:55
413,P35348,4801,4802,27,19.39,7043,6357,5380,5498,True,15432,True,ok,2026-09-13T08:02:15
414,P43657,4802,4803,27,19.37,7043,6357,5380,5500,True,17457,True,ok,2026-09-13T08:02:35
415,P50406,4803,4804,27,19.5,7043,6357,5380,5498,True,13893,True,ok,2026-09-13T08:02:55
416,P59533,4804,4805,27,19.63,7043,6357,5380,5500,True,18591,True,ok,2026-09-13T08:03:16
417,Q01718,4805,4806,27,19.59,7043,6357,5380,5500,True,17538,True,ok,2026-09-13T08:03:36
418,Q08357,4806,4807,27,19.53,7043,6357,5380,5498,True,16080,True,ok,2026-09-13T08:03:57
419,Q13258,4807,4808,27,19.37,7043,6357,5380,5500,True,16161,True,ok,2026-09-13T08:04:17
420,Q53FV1,4808,4809,27,19.26,7043,6357,5380,5500,True,17295,True,ok,2026-09-13T08:04:37
421,Q5JUK3,4809,4810,27,18.97,7043,6357,5380,5500,True,18510,True,ok,2026-09-13T08:04:57
422,Q6NUT3,4810,4811,27,19.14,7043,6357,5380,5498,True,16566,True,ok,2026-09-13T08:05:17
423,Q6UX01,4811,4812,27,19.08,7043,6357,5380,5500,True,18429,True,ok,2026-09-13T08:05:37
424,Q75NE6,4812,4813,27,18.96,7043,6357,5380,5500,True,16971,True,ok,2026-09-13T08:05:57
425,Q7RTP0,4813,4814,27,19.02,7043,6357,5380,5498,True,12435,True,ok,2026-09-13T08:06:16
426,Q8IUH4,4814,4815,27,18.99,7043,6357,5380,5498,True,17295,True,ok,2026-09-13T08:06:36
427,Q8NBI2,4815,4816,27,19.0,7043,6357,5380,5500,True,17781,True,ok,2026-09-13T08:06:56
428,Q8NH95,4816,4817,27,18.96,7043,6357,5380,5500,True,16323,True,ok,2026-09-13T08:07:16
429,Q8NHU3,4817,4818,27,19.07,7043,6357,5380,5498,True,18915,True,ok,2026-09-13T08:07:36
430,Q8TDN7,4818,4819,27,19.12,7043,6357,5380,5500,True,17943,True,ok,2026-09-13T08:07:56
431,Q8WVP7,4819,4820,27,19.28,7043,6357,5380,5498,True,18591,True,ok,2026-09-13T08:08:16
432,Q96LA9,4820,4821,27,19.17,7043,6357,5380,5498,True,16971,True,ok,2026-09-13T08:08:36
433,Q96RJ0,4821,4822,27,18.97,7043,6357,5380,5498,True,17943,True,ok,2026-09-13T08:08:56
434,Q9BSA9,4822,4823,27,19.6,7043,6357,5380,5500,True,16080,True,ok,2026-09-13T08:09:16
435,Q9BXC1,4823,4824,27,19.3,7043,6357,5380,5500,True,18186,True,ok,2026-09-13T08:09:36
436,Q9BZJ7,4824,4825,27,18.91,7043,6357,5380,5498,True,15432,True,ok,2026-09-13T08:09:56
437,Q9H244,4825,4826,27,18.92,7043,6357,5380,5500,True,16485,True,ok,2026-09-13T08:10:16
438,Q9NTI2,4826,4827,27,19.18,7043,6357,5380,5500,True,18996,True,ok,2026-09-13T08:10:36
439,Q9NY64,4827,4828,27,19.24,7043,6357,5380,5498,True,14622,True,ok,2026-09-13T08:10:56
440,Q9NZD1,4828,4829,27,19.13,7043,6357,5380,5498,True,17376,True,ok,2026-09-13T08:11:16
441,Q9UMX9,4829,4830,27,19.37,7043,6357,5380,5500,True,18105,True,ok,2026-09-13T08:11:36
442,O00258,4830,4831,28,19.21,7043,6357,5381,5500,True,18996,True,ok,2026-09-13T08:11:57
443,O00270,4831,4832,28,19.33,7043,6357,5381,5500,True,17943,True,ok,2026-09-13T08:12:17
444,O14626,4832,4833,28,18.94,7043,6357,5381,5500,True,19077,True,ok,2026-09-13T08:12:36
445,O43603,4833,4834,28,19.13,7043,6357,5381,5500,True,14541,True,ok,2026-09-13T08:12:56
446,O94778,4834,4835,28,19.01,7043,6357,5381,5500,True,16971,True,ok,2026-09-13T08:13:16
447,P34981,4835,4836,28,18.97,7043,6357,5381,5500,True,18024,True,ok,2026-09-13T08:13:36
448,P51810,4836,4837,28,18.91,7043,6357,5381,5500,True,17052,True,ok,2026-09-13T08:13:56
449,P82251,4837,4838,28,18.88,7043,6357,5381,5502,True,17133,True,ok,2026-09-13T08:14:15
450,Q01650,4838,4839,28,18.99,7043,6357,5381,5500,True,16890,True,ok,2026-09-13T08:14:35
451,Q02094,4839,4840,28,19.03,7043,6357,5381,5500,True,18996,True,ok,2026-09-13T08:14:55
452,Q13113,4840,4841,28,18.98,7043,6357,5381,5500,True,15756,True,ok,2026-09-13T08:15:15
453,Q15041,4841,4842,28,19.3,7043,6357,5381,5502,True,18996,True,ok,2026-09-13T08:15:35
454,Q6NV75,4842,4843,28,19.28,7043,6357,5381,5500,True,18024,True,ok,2026-09-13T08:15:55
455,Q86VZ1,4843,4844,28,19.03,7043,6357,5381,5500,True,18105,True,ok,2026-09-13T08:16:15
456,Q8IUH5,4844,4845,28,19.14,7043,6357,5381,5500,True,18672,True,ok,2026-09-13T08:16:35
457,Q8N205,4845,4846,28,18.99,7043,6357,5381,5500,True,16728,True,ok,2026-09-13T08:16:55
458,Q8TCG5,4846,4847,28,19.07,7043,6357,5381,5500,True,17781,True,ok,2026-09-13T08:17:15
459,Q8WZA6,4847,4848,28,18.97,7043,6357,5381,5500,True,18915,True,ok,2026-09-13T08:17:35
460,Q96LB1,4848,4849,28,19.25,7043,6357,5381,5500,True,16485,True,ok,2026-09-13T08:17:55
461,Q96P88,4849,4850,28,18.79,7043,6357,5381,5500,True,17457,True,ok,2026-09-13T08:18:17
462,Q9BT67,4850,4851,28,19.14,7043,6357,5381,5502,True,19563,True,ok,2026-09-13T08:18:37
463,Q9NS66,4851,4852,28,19.06,7043,6357,5381,5502,True,19401,True,ok,2026-09-13T08:18:57
464,Q9NV92,4852,4853,28,19.17,7043,6357,5381,5500,True,19239,True,ok,2026-09-13T08:19:17
465,Q9NZH0,4853,4854,28,19.11,7043,6357,5381,5502,True,16890,True,ok,2026-09-13T08:19:36
466,Q9Y3Q4,4854,4855,28,19.15,7043,6357,5381,5500,True,18672,True,ok,2026-09-13T08:19:56
467,P07550,4855,4856,29,18.9,7043,6357,5382,5500,True,17133,True,ok,2026-09-13T08:20:16
468,P08912,4856,4857,29,19.11,7043,6357,5382,5500,True,19320,True,ok,2026-09-13T08:20:36
469,P0C646,4857,4858,29,18.87,7043,6357,5382,5500,True,18591,True,ok,2026-09-13T08:20:56
470,P21728,4858,4859,29,18.98,7043,6357,5382,5500,True,16890,True,ok,2026-09-13T08:21:16
471,P21731,4859,4860,29,18.79,7043,6357,5382,5500,True,18915,True,ok,2026-09-13T08:21:35
472,P21917,4860,4861,29,19.44,7043,6357,5382,5500,True,14217,True,ok,2026-09-13T08:21:56
473,P22732,4861,4862,29,19.14,7043,6357,5382,5500,True,19725,True,ok,2026-09-13T08:22:16
474,P25090,4862,4863,29,18.65,7043,6357,5382,5500,True,18348,True,ok,2026-09-13T08:22:35
475,P25105,4863,4864,29,18.94,7043,6357,5382,5500,True,17295,True,ok,2026-09-13T08:22:55
476,P35367,4864,4865,29,19.19,7043,6357,5382,5500,True,17295,True,ok,2026-09-13T08:23:15
477,P48039,4865,4866,29,19.14,7043,6357,5382,5500,True,16485,True,ok,2026-09-13T08:23:35
478,P49768,4866,4867,29,19.17,7043,6357,5382,5502,True,19239,True,ok,2026-09-13T08:23:55
479,Q15077,4867,4868,29,19.11,7043,6357,5382,5500,True,18024,True,ok,2026-09-13T08:24:15
480,Q15391,4868,4869,29,19.1,7043,6357,5382,5500,True,18186,True,ok,2026-09-13T08:24:35
481,Q2T9K0,4869,4870,29,19.2,7043,6357,5382,5500,True,19077,True,ok,2026-09-13T08:24:55
482,Q3KNW5,4870,4871,29,19.24,7043,6357,5382,5500,True,16566,True,ok,2026-09-13T08:25:15
483,Q6DWJ6,4871,4872,29,18.89,7043,6357,5382,5500,True,17376,True,ok,2026-09-13T08:25:35
484,Q6ZMZ3,4872,4873,29,18.93,7043,6357,5382,5500,True,18996,True,ok,2026-09-13T08:25:54
485,Q8NGV7,4873,4874,29,19.0,7043,6357,5382,5500,True,19158,True,ok,2026-09-13T08:26:14
486,Q96CP7,4874,4875,29,18.94,7043,6357,5382,5502,True,19887,True,ok,2026-09-13T08:26:34
487,Q96PE5,4875,4876,29,18.97,7043,6357,5382,5500,True,16566,True,ok,2026-09-13T08:26:54
488,Q96PG2,4876,4877,29,19.2,7043,6357,5382,5500,True,20130,True,ok,2026-09-13T08:27:14
489,Q9BYW1,4877,4878,29,18.93,7043,6357,5382,5500,True,18996,True,ok,2026-09-13T08:27:34
490,Q9HBA0,4878,4879,29,19.15,7043,6357,5382,5500,True,17781,True,ok,2026-09-13T08:27:54
491,Q9NRX5,4879,4880,29,19.23,7043,6357,5382,5500,True,17457,True,ok,2026-09-13T08:28:14
492,B0YJ81,4880,4881,30,19.08,7043,6357,5382,5502,True,20940,True,ok,2026-09-13T08:28:34
493,O94823,4881,4882,30,18.92,7043,6357,5382,5502,True,18753,True,ok,2026-09-13T08:28:54
494,P03999,4882,4883,30,18.94,7043,6357,5382,5500,True,20130,True,ok,2026-09-13T08:29:13
495,P29274,4883,4884,30,19.23,7043,6357,5382,5500,True,17619,True,ok,2026-09-13T08:29:33
496,P36383,4884,4885,30,18.92,7043,6357,5382,5502,True,19077,True,ok,2026-09-13T08:29:53
497,P49810,4885,4886,30,18.89,7043,6357,5382,5500,True,19887,True,ok,2026-09-13T08:30:13
498,P59534,4886,4887,30,19.01,7043,6357,5382,5502,True,19239,True,ok,2026-09-13T08:30:33
499,P60893,4887,4888,30,18.95,7043,6357,5382,5502,True,20211,True,ok,2026-09-13T08:30:53
500,Q13585,4888,4889,30,19.26,7043,6357,5382,5502,True,18024,True,ok,2026-09-13T08:31:13
501,Q5T1S8,4889,4890,30,20.38,7043,6357,5382,5500,True,18591,True,ok,2026-09-13T08:31:34
