census_accession,gene,tile_index,start,end,length,tile_cut_kind,merge_rule,straddle_handling,gap_tolerance,protein_regime,route,tile_max_aa,route_at,ruling,trained_context,f059_peak_gib,preflight_outcome,preflight_why
Q7Z408,CSMD2,17,1556,1617,62,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.265855,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,18,1619,1727,109,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.319150,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,19,1733,1794,62,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.265855,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,20,1796,1904,109,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.319150,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,21,1907,1966,60,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.264228,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,22,1968,2076,109,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.319150,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,23,2121,2180,60,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.264228,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,24,2182,2353,172,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.435564,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,25,2355,2829,475,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,rental,1026,440,D-104,1026,6.705952,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,26,2833,3125,293,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.802386,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q7Z408,CSMD2,27,3129,3247,119,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.334199,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75051,PLXNA2,0,35,508,474,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,rental,1026,440,D-104,1026,6.699838,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75051,PLXNA2,1,858,951,94,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.299013,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75051,PLXNA2,2,954,1037,84,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.287215,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75051,PLXNA2,3,1041,1139,99,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.305400,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75051,PLXNA2,4,1143,1228,86,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.289471,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,0,63,276,214,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.541611,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,1,282,324,43,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.252514,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,2,372,584,213,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.538822,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,3,588,628,41,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251386,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,4,674,885,212,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.536047,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,5,889,930,42,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251944,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,6,977,1198,222,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.564380,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,7,1203,1244,42,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251944,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,8,1248,1323,76,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.278716,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75581,LRP6,9,1325,1361,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
P78357,CNTNAP1,0,25,168,144,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.377489,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
P78357,CNTNAP1,1,203,355,153,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.395053,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
P78357,CNTNAP1,2,389,538,150,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.389082,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
P78357,CNTNAP1,3,540,795,256,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.670305,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
P78357,CNTNAP1,4,813,996,184,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.463548,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
P78357,CNTNAP1,5,1088,1250,163,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.415794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,0,24,507,484,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,rental,1026,440,D-104,1026,6.761545,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,1,509,559,51,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.257553,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,2,655,702,48,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.255565,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,3,803,856,54,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.259660,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,4,858,952,95,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.300265,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,5,954,1037,84,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.287215,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,6,1040,1139,100,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.306717,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCM2,PLXNA4,7,1142,1230,89,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.292951,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,0,31,70,40,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250842,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,1,76,114,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,2,116,194,79,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.281805,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,3,295,425,131,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.353969,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,4,471,517,47,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254928,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,5,568,750,183,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.461145,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,6,794,834,41,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251386,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,7,844,882,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,8,885,923,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,9,926,963,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,10,966,1003,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,11,1005,1043,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,12,1052,1089,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,13,1094,1132,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,14,1135,1253,119,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.334199,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,15,1300,1522,223,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.567284,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,16,1527,1570,44,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.253098,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,17,1618,1787,170,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.431081,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,18,1834,1875,42,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251944,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,19,1922,2095,174,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.440099,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,20,2143,2183,41,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251386,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,21,2239,2459,221,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.561489,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,22,2464,2504,41,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251386,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,23,2509,2548,40,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250842,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,24,2551,2587,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,25,2590,2626,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,26,2629,2675,47,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254928,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,27,2681,2717,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,28,2719,2757,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,29,2760,2800,41,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251386,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,30,2804,2841,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,31,2844,2885,42,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251944,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,32,2890,3008,119,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.334199,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,33,3055,3268,214,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.541611,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,34,3273,3314,42,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.251944,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,35,3316,3353,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,36,3356,3392,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,37,3395,3432,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,38,3435,3472,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,39,3475,3511,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,40,3514,3550,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,41,3552,3588,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,42,3593,3629,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,43,3631,3668,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,44,3673,3711,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,45,3714,3752,39,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250311,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,46,3761,3797,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,47,3801,3881,81,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.283930,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,48,3933,4127,195,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.490827,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,49,4171,4208,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9NZR2,LRP1B,50,4213,4427,215,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.544412,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
