gene_symbol,uniprot,accession_count,main_location,additional_location,if_reliability
SNTG2,Q9NY99,1,Plasma membrane,Nucleoplasm,Supported
SNTN,A6NMZ2,1,,,
SNU13,P55769,1,,,
SNUPN,O95149,1,"Nucleoplasm, Plasma membrane, Cytosol",,Supported
SNURF,Q9Y675,1,Nuclear speckles,,Supported
SNW1,Q13573,1,Nucleoplasm,Cytosol,Enhanced
SNX1,Q13596,1,"Endosomes, Lysosomes",,Enhanced
SNX10,Q9Y5X0,1,"Nucleoplasm, Microtubules",Nucleoli,Supported
SNX11,Q9Y5W9,1,Endoplasmic reticulum,Vesicles,Approved
SNX12,Q9UMY4,1,,,
SNX13,Q9Y5W8,1,,,
SNX14,Q9Y5W7,1,"Vesicles, Cytosol",,Supported
SNX15,Q9NRS6,1,"Nucleoli, Cytosol","Vesicles, Plasma membrane",Approved
SNX16,P57768,1,Vesicles,,Supported
SNX17,Q15036,1,Vesicles,Cytosol,Enhanced
SNX18,Q96RF0,1,Cytosol,,Approved
SNX19,Q92543,1,Mitochondria,,Approved
SNX2,O60749,1,Endosomes,Lysosomes,Enhanced
SNX20,Q7Z614,1,Nucleoplasm,,Uncertain
SNX21,Q969T3,1,Vesicles,Centriolar satellite,Approved
SNX22,Q96L94,1,Vesicles,Nucleoplasm,Approved
SNX24,Q9Y343,1,Vesicles,,Approved
SNX25,Q9H3E2,1,Vesicles,,Supported
SNX27,Q96L92,1,Vesicles,Cytosol,Supported
SNX29,Q8TEQ0,1,Golgi apparatus,"Nucleoli, Cytosol",Approved
SNX3,O60493,1,,,
SNX30,Q5VWJ9,1,"Nucleoplasm, Nucleoli, Cytosol",,Approved
SNX31,Q8N9S9,1,"Nucleoplasm, Golgi apparatus",Cytosol,Approved
SNX32,Q86XE0,1,"Cell Junctions, Focal adhesion sites","Nucleoplasm, Cytosol",Uncertain
SNX33,Q8WV41,1,,,
SNX4,O95219,1,,,
SNX5,Q9Y5X3,1,"Vesicles, Cytosol",,Supported
SNX6,Q9UNH7,1,"Endosomes, Lysosomes",,Supported
SNX7,Q9UNH6,1,Vesicles,Cell Junctions,Approved
SNX8,Q9Y5X2,1,Vesicles,,Supported
SNX9,Q9Y5X1,1,Plasma membrane,Cytosol,Supported
SOAT1,P35610,1,Endoplasmic reticulum,,Enhanced
SOAT2,O75908,1,,,
SOBP,A7XYQ1,1,Nucleoplasm,Vesicles,Approved
SOCS1,O15524,1,Nucleoplasm,Cytoplasmic bodies,Supported
SOCS2,O14508,1,Endoplasmic reticulum,,Approved
SOCS3,O14543,1,Cytosol,Plasma membrane,Approved
SOCS4,Q8WXH5,1,"Nucleoplasm, Cytosol",,Approved
SOCS5,O75159,1,Cytosol,"Nucleoplasm, Plasma membrane",Approved
SOCS6,O14544,1,Nuclear speckles,Cytosol,Approved
SOCS7,O14512,1,Cytosol,,Approved
SOD1,P00441,1,"Nucleoplasm, Plasma membrane, Cytosol",,Supported
SOD2,P04179,1,Mitochondria,,Enhanced
SOD3,P08294,1,,,
SOGA1,O94964,1,"Nucleoli, Cytosol",,Approved
SOGA3,Q5TF21,1,"Nucleoplasm, Cytosol",,Approved
SOHLH1,Q5JUK2,1,Nuclear speckles,,Approved
SOHLH2,Q9NX45,1,Vesicles,,Uncertain
SON,P18583,1,Nuclear speckles,,Enhanced
SORBS1,Q9BX66,1,Focal adhesion sites,"Plasma membrane, Centrosome",Supported
SORBS2,O94875,1,,,
SORBS3,O60504,1,Cytosol,Focal adhesion sites,Uncertain
SORCS1,Q8WY21,1,"Plasma membrane, Cytosol",,Approved
SORCS2,Q96PQ0,1,"Vesicles, Cytosol",,Approved
SORCS3,Q9UPU3,1,,,
SORD,Q00796,1,Cytosol,,Approved
SORL1,Q92673,1,,,
SORT1,Q99523,1,"Golgi apparatus, Cytosol",Plasma membrane,Supported
SOS1,Q07889,1,Cytosol,,Approved
SOS2,Q07890,1,Nucleoplasm,Vesicles,Approved
SOST,Q9BQB4,1,,,
SOSTDC1,Q6X4U4,1,Golgi apparatus,"Nucleoli, Nucleoli rim, Vesicles",Uncertain
SOWAHA,Q2M3V2,1,,,
SOWAHB,A6NEL2,1,Nucleoli fibrillar center,,Approved
SOWAHC,Q53LP3,1,Cytosol,,Approved
SOWAHD,A6NJG2,1,,,
SOX1,O00570,1,,,
SOX10,P56693,1,Nucleoplasm,,Supported
SOX11,P35716,1,Nucleoplasm,Plasma membrane,Supported
SOX12,O15370,1,Nucleoplasm,,Enhanced
SOX13,Q9UN79,1,Nucleoplasm,,Enhanced
SOX14,O95416,1,,,
SOX15,O60248,1,Nucleoplasm,"Nucleoli, Vesicles",Approved
SOX17,Q9H6I2,1,Nucleoplasm,,Approved
SOX18,P35713,1,Nucleoplasm,,Approved
SOX2,P48431,1,Nucleoplasm,,Enhanced
SOX21,Q9Y651,1,Nucleoplasm,,Approved
SOX3,P41225,1,Nucleoplasm,,Enhanced
SOX30,O94993,1,"Nucleoplasm, Vesicles",Cytosol,Supported
SOX4,Q06945,1,Nucleoplasm,Mitochondria,Supported
SOX5,P35711,1,Nucleoplasm,,Supported
SOX6,P35712,1,Nucleoplasm,,Supported
SOX7,Q9BT81,1,Nuclear speckles,Golgi apparatus,Approved
SOX8,P57073,1,Nucleoplasm,,Enhanced
SOX9,P48436,1,Nucleoplasm,,Enhanced
SP1,P08047,1,Nucleoplasm,,Enhanced
SP100,P23497,1,Nuclear bodies,Nucleoplasm,Supported
SP110,Q9HB58,1,Nucleoplasm,,Supported
SP140,Q13342,1,Nucleoli fibrillar center,Mitochondria,Approved
SP140L,Q9H930,1,Nucleoplasm,,Approved
SP2,Q02086,1,Nucleoplasm,Vesicles,Enhanced
SP3,Q02447,1,Nucleoplasm,Cytosol,Supported
SP4,Q02446,1,Nucleoplasm,Cytosol,Enhanced
SP5,Q6BEB4,1,Nucleoli,Nucleoplasm,Approved
SP6,Q3SY56,1,Nucleoplasm,"Mitotic spindle, Centrosome",Supported
SP7,Q8TDD2,1,,,
SP8,Q8IXZ3,1,Nucleoplasm,,Approved
SP9,P0CG40,1,Mitochondria,,Approved
SPA17,Q15506,1,Vesicles,,Approved
SPAAR,A0A1B0GVQ0,1,,,
SPACA1,Q9HBV2,1,,,
SPACA3,Q8IXA5,1,,,
SPACA4,Q8TDM5,1,,,
SPACA5,Q96QH8,1,,,
SPACA5B,Q96QH8,1,,,
SPACA6,W5XKT8,1,,,
SPACA7,Q96KW9,1,,,
SPACA9,Q96E40,1,Mitochondria,,Approved
SPAG1,Q07617,1,Cytosol,,Supported
SPAG11A,Q6PDA7,1,Golgi apparatus,,Approved
SPAG11B,Q08648,1,Golgi apparatus,,Approved
SPAG16,Q8N0X2,1,"Plasma membrane, Cytosol",,Approved
SPAG17,Q6Q759,1,,,
SPAG4,Q9NPE6,1,,,
SPAG5,Q96R06,1,"Nuclear bodies, Mitotic spindle",Cytosol,Supported
SPAG6,O75602,1,,,
SPAG7,O75391,1,Nucleoplasm,,Supported
SPAG8,Q99932,1,,,
SPAG9,O60271,1,"Centriolar satellite, Cytosol",,Enhanced
SPAM1,P38567,1,,,
SPANXA1,Q9NS26,1,Nucleoplasm,Vesicles,Supported
SPANXA2,Q9NS26,1,Nucleoplasm,Vesicles,Supported
SPANXB1,Q9NS25,1,Nucleoplasm,Vesicles,Approved
SPANXC,Q9NY87,1,Nucleoplasm,Vesicles,Supported
SPANXD,Q9BXN6,1,Nucleoplasm,Vesicles,Approved
SPANXN1,Q5VSR9,1,,,
SPANXN2,Q5MJ10,1,Nucleoli fibrillar center,Nucleoplasm,Approved
SPANXN3,Q5MJ09,1,Nucleoli fibrillar center,Nucleoplasm,Approved
SPANXN4,Q5MJ08,1,"Vesicles, Plasma membrane",Nuclear membrane,Approved
SPANXN5,Q5MJ07,1,,,
SPARC,P09486,1,Vesicles,,Approved
SPARCL1,Q14515,1,,,
SPART,Q8N0X7,1,Cytosol,,Supported
SPAST,Q9UBP0,1,Nucleoplasm,Cytosol,Supported
SPATA1,Q5VX52,1,Cytosol,Plasma membrane,Approved
SPATA12,Q7Z6I5,1,"Nucleoplasm, Cytosol",Plasma membrane,Approved
SPATA13,Q96N96,1,Nucleoplasm,Cytosol,Enhanced
SPATA16,Q9BXB7,1,,,
SPATA17,Q96L03,1,"Nucleoplasm, Nucleoli",,Approved
SPATA18,Q8TC71,1,Mitochondria,,Supported
SPATA19,Q7Z5L4,1,,,
SPATA2,Q9UM82,1,Nucleoli fibrillar center,Nucleoplasm,Approved
SPATA20,Q8TB22,1,Nucleoplasm,,Approved
SPATA21,Q7Z572,1,"Vesicles, Cytosol",,Approved
SPATA22,Q8NHS9,1,,,
SPATA24,Q86W54,1,"Nucleoplasm, Cytosol",,Supported
SPATA25,Q9BR10,1,Golgi apparatus,,Approved
SPATA2L,Q8IUW3,1,"Nucleoplasm, Mitochondria",Cytosol,Approved
SPATA3,Q8NHX4,1,,,
SPATA31A1,Q5TZJ5,1,,,
SPATA31A3,Q5VYP0,1,,,
SPATA31A5,Q5VU36,1,,,
SPATA31A6,Q5VVP1,1,,,
SPATA31A7,Q8IWB4,1,,,
SPATA31D1,Q6ZQQ2,1,,,
SPATA31D3,P0C874,1,,,
SPATA31D4,Q6ZUB0,1,,,
SPATA31E1,Q6ZUB1,1,,,
SPATA32,Q96LK8,1,,,
SPATA33,Q96N06,1,Nucleoplasm,Vesicles,Approved
SPATA4,Q8NEY3,1,,,
SPATA45,Q537H7,1,"Nuclear speckles, Cytosol",,Approved
SPATA46,Q5T0L3,1,,,
SPATA48,A4D263,1,,,
SPATA5,Q8NB90,1,Cytosol,,Approved
SPATA5L1,Q9BVQ7,1,Nucleoplasm,Nucleoli,Approved
SPATA6,Q9NWH7,1,"Golgi apparatus, Vesicles",Nucleoplasm,Approved
SPATA6L,Q8N4H0,1,,,
SPATA7,Q9P0W8,1,Cytosol,,Supported
SPATA9,Q9BWV2,1,Mitochondria,,Approved
SPATC1,Q76KD6,1,,,
SPATC1L,Q9H0A9,1,"Vesicles, Plasma membrane, Cytosol",,Approved
SPATS1,Q496A3,1,Nucleoplasm,,Approved
SPATS2,Q86XZ4,1,Cytosol,,Enhanced
SPATS2L,Q9NUQ6,1,"Nucleoli, Cytosol",,Enhanced
SPC24,Q8NBT2,1,Nucleoplasm,Nucleoli,Supported
SPC25,Q9HBM1,1,Cytosol,,Enhanced
SPCS1,Q9Y6A9,1,"Golgi apparatus, Vesicles",,Approved
SPCS2,Q15005,1,Nucleoplasm,,Approved
SPCS3,P61009,1,,,
SPDEF,O95238,1,Nucleoplasm,"Nucleoli, Cytosol",Approved
SPDL1,Q96EA4,1,Cytosol,,Approved
SPDYA,Q5MJ70,1,Nucleoplasm,,Supported
SPDYC,Q5MJ68,1,,,
SPDYE1,Q8NFV5,1,,,
SPDYE11,P0DTA3,1,,,
SPDYE13,,0,,,
SPDYE14,,0,,,
SPDYE15,,0,,,
SPDYE16,A6NNV3,1,,,
SPDYE17,,0,,,
SPDYE2,Q495Y8,1,,,
SPDYE21,,0,,,
SPDYE2B,A6NHP3,1,,,
SPDYE3,A6NKU9,1,,,
SPDYE4,A6NLX3,1,,,
SPDYE5,A6NIY4,1,,,
SPDYE6,P0CI01,1,,,
SPDYE8,,0,,,
SPDYE9,,0,,,
SPECC1,Q5M775,1,"Nucleoplasm, Vesicles","Nucleoli fibrillar center, Cytosol",Supported
SPECC1L,Q69YQ0,1,Actin filaments,,Supported
SPEF1,Q9Y4P9,1,,,
SPEF2,Q9C093,1,,,
SPEG,Q15772,1,Vesicles,,Approved
SPEGNB,A0A087WV53,1,,,
SPEM1,Q8N4L4,1,,,
SPEM2,Q0P670,1,Golgi apparatus,,Approved
SPEM3,A0A1B0GUW6,1,,,
SPEN,Q96T58,1,Nucleoplasm,,Enhanced
SPESP1,Q6UW49,1,"Nucleoplasm, Vesicles",Cytosol,Approved
SPG11,Q96JI7,1,"Plasma membrane, Cytosol",Nucleoli,Supported
SPG21,Q9NZD8,1,"Vesicles, Cytosol",,Supported
SPG7,Q9UQ90,1,,,
SPHK1,Q9NYA1,1,"Plasma membrane, Cytosol",,Supported
SPHK2,Q9NRA0,1,Nucleoplasm,,Supported
SPHKAP,Q2M3C7,1,,,
SPI1,P17947,1,Nucleoplasm,,Supported
SPIB,Q01892,1,,,
SPIC,Q8N5J4,1,,,
SPICE1,Q8N0Z3,1,Centrosome,,Supported
SPIDR,Q14159,1,Nucleoplasm,,Supported
SPIN1,Q9Y657,1,Nucleoplasm,,Supported
SPIN2A,Q99865,1,Nucleoplasm,,Approved
SPIN2B,Q9BPZ2,1,Nucleoplasm,,Approved
SPIN3,Q5JUX0,1,Nucleoplasm,,Approved
SPIN4,Q56A73,1,Cytosol,Nucleoli,Approved
SPINDOC,Q9BUA3,1,Nuclear speckles,,Approved
SPINK1,P00995,1,,,
SPINK13,Q1W4C9,1,Plasma membrane,Nucleoplasm,Approved
SPINK14,Q6IE38,1,,,
SPINK2,P20155,1,,,
SPINK4,O60575,1,"Golgi apparatus, Vesicles",Nucleoplasm,Approved
SPINK5,Q9NQ38,1,Vesicles,,Enhanced
SPINK6,Q6UWN8,1,,,
SPINK7,P58062,1,,,
SPINK8,P0C7L1,1,,,
SPINK9,Q5DT21,1,"Nucleoplasm, Vesicles",,Approved
SPINT1,O43278,1,"Plasma membrane, Cytosol",Nucleoplasm,Supported
SPINT2,O43291,1,"Plasma membrane, Intermediate filaments, Cytosol",,Uncertain
SPINT3,P49223,1,,,
SPINT4,Q6UDR6,1,,,
SPIRE1,Q08AE8,1,"Nucleoplasm, Cytosol",,Approved
SPIRE2,Q8WWL2,1,Nucleoplasm,"Vesicles, Intermediate filaments",Approved
SPN,P16150,1,Plasma membrane,,Approved
SPNS1,Q9H2V7,1,Vesicles,"Nucleoli fibrillar center, Golgi apparatus, Cytosol",Approved
SPNS2,Q8IVW8,1,,,
SPNS3,Q6ZMD2,1,,,
SPO11,Q9Y5K1,1,,,
SPOCD1,Q6ZMY3,1,Cytosol,"Nucleoplasm, Nucleoli",Approved
SPOCK1,Q08629,1,Vesicles,,Approved
SPOCK2,Q92563,1,,,
SPOCK3,Q9BQ16,1,,,
SPON1,Q9HCB6,1,,,
SPON2,Q9BUD6,1,Vesicles,,Approved
SPOP,O43791,1,,,
SPOPL,Q6IQ16,1,Vesicles,,Approved
SPOUT1,Q5T280,1,,,
SPP1,P10451,1,Golgi apparatus,,Enhanced
SPP2,Q13103,1,,,
SPPL2A,Q8TCT8,1,Vesicles,,Supported
SPPL2B,Q8TCT7,1,"Nucleoplasm, Plasma membrane",Centrosome,Approved
SPPL2C,Q8IUH8,1,,,
SPPL3,Q8TCT6,1,"Vesicles, Plasma membrane",,Supported
SPR,P35270,1,"Nucleoplasm, Cytosol",,Supported
SPRED1,Q7Z699,1,Nucleoplasm,,Supported
SPRED2,Q7Z698,1,Nucleoplasm,Cytosol,Uncertain
SPRED3,Q2MJR0,1,"Nucleoplasm, Plasma membrane",,Approved
SPRING1,Q9H741,1,,,
SPRN,Q5BIV9,1,,,
SPRR1A,P35321,1,,,
SPRR1B,P22528,1,,,
SPRR2A,P35326,1,,,
SPRR2B,P35325,1,,,
SPRR2D,P22532,1,,,
SPRR2E,P22531,1,,,
SPRR2F,Q96RM1,1,,,
SPRR2G,Q9BYE4,1,,,
SPRR3,Q9UBC9,1,,,
SPRR4,Q96PI1,1,"Nucleoplasm, Cytosol",Nuclear membrane,Approved
SPRR5,A0A1B0GTR4,1,,,
SPRTN,Q9H040,1,Nucleoplasm,,Supported
SPRY1,O43609,1,"Golgi apparatus, Cytosol",Nucleoplasm,Approved
SPRY2,O43597,1,"Actin filaments, Microtubules",,Supported
SPRY3,O43610,1,Cytosol,Nucleoli,Approved
SPRY4,Q9C004,1,Golgi apparatus,Cytosol,Approved
SPRYD3,Q8NCJ5,1,"Nucleoplasm, Cytosol","Vesicles, Plasma membrane, Actin filaments",Approved
SPRYD4,Q8WW59,1,Nucleoplasm,,Approved
SPRYD7,Q5W111,1,Vesicles,,Approved
SPSB1,Q96BD6,1,,,
SPSB2,Q99619,1,,,
SPSB3,Q6PJ21,1,Mitochondria,,Approved
SPSB4,Q96A44,1,"Nucleoplasm, Golgi apparatus",,Approved
SPTA1,P02549,1,,,
SPTAN1,Q13813,1,"Vesicles, Microtubules",,Approved
SPTB,P11277,1,Cytosol,,Approved
SPTBN1,Q01082,1,Cytosol,,Uncertain
SPTBN2,O15020,1,"Plasma membrane, Cytosol",Vesicles,Supported
SPTBN4,Q9H254,1,Nucleoli,Nucleoplasm,Approved
SPTBN5,Q9NRC6,1,,,
SPTLC1,O15269,1,Endoplasmic reticulum,,Supported
SPTLC2,O15270,1,,,
SPTLC3,Q9NUV7,1,Microtubules,,Approved
SPTSSA,Q969W0,1,,,
SPTSSB,Q8NFR3,1,Nuclear speckles,,Uncertain
SPTY2D1,Q68D10,1,"Nucleoplasm, Nucleoli",,Enhanced
SPTY2D1OS,A0A0U1RRN3,1,,,
SPX,Q9BT56,1,,,
SPZ1,Q9BXG8,1,,,
SQLE,Q14534,1,"Vesicles, Cytosol",,Uncertain
SQOR,Q9Y6N5,1,Mitochondria,,Supported
SQSTM1,Q13501,1,"Vesicles, Cytosol",,Enhanced
SRA1,Q9HD15,1,Nucleoplasm,"Microtubules, Cytokinetic bridge, Cytosol",Supported
SRARP,Q8NEQ6,1,Nucleoplasm,,Approved
SRBD1,Q8N5C6,1,"Mitochondria, Cytosol",,Approved
SRC,P12931,1,"Plasma membrane, Cell Junctions","Nucleoplasm, Cytosol",Supported
SRCAP,Q6ZRS2,1,Nucleoplasm,"Nuclear bodies, Golgi apparatus",Supported
SRCIN1,Q9C0H9,1,Cell Junctions,,Approved
SRD5A1,P18405,1,,,
SRD5A2,P31213,1,,,
SRD5A3,Q9H8P0,1,"Plasma membrane, Cytosol",,Approved
SREBF1,P36956,1,"Nucleoplasm, Golgi apparatus, Cytosol",,Supported
SREBF2,Q12772,1,"Nucleoplasm, Vesicles",Endoplasmic reticulum,Supported
SREK1,Q8WXA9,1,"Nucleoplasm, Nuclear speckles",,Enhanced
SREK1IP1,Q8N9Q2,1,"Nucleoplasm, Nucleoli",,Approved
SRF,P11831,1,Nucleoplasm,,Supported
SRFBP1,Q8NEF9,1,Nucleoli rim,,Approved
SRGAP1,Q7Z6B7,1,Cytosol,Centrosome,Approved
SRGAP2,O75044,1,Cytosol,Centrosome,Uncertain
SRGAP2B,P0DMP2,1,Cytosol,Centrosome,Approved
SRGAP2C,P0DJJ0,1,Cytosol,Centrosome,Approved
SRGAP3,O43295,1,Cytosol,Centrosome,Approved
SRGN,P10124,1,Golgi apparatus,,Supported
SRI,P30626,1,"Nucleoplasm, Cytosol",,Approved
SRL,Q86TD4,1,,,
SRM,P19623,1,Nucleoplasm,Cytosol,Approved
SRMS,Q9H3Y6,1,Intermediate filaments,"Actin filaments, Cytosol",Approved
SRP14,P37108,1,Nucleoli,Nucleoplasm,Approved
SRP19,P09132,1,Cytosol,Nuclear bodies,Supported
SRP54,P61011,1,Cytosol,,Approved
SRP68,Q9UHB9,1,Cytosol,,Supported
SRP72,O76094,1,,,
SRP9,P49458,1,,,
SRPK1,Q96SB4,1,"Nucleoplasm, Cytosol",Plasma membrane,Supported
SRPK2,P78362,1,"Nucleoplasm, Cytosol",,Supported
SRPK3,Q9UPE1,1,,,
SRPRA,P08240,1,,,
SRPRB,Q9Y5M8,1,Plasma membrane,,Approved
SRPX,P78539,1,,,
SRPX2,O60687,1,,,
SRR,Q9GZT4,1,Vesicles,,Approved
SRRD,Q9UH36,1,Cytosol,,Approved
SRRM1,Q8IYB3,1,Nuclear speckles,,Enhanced
SRRM2,Q9UQ35,1,Nuclear speckles,,Enhanced
SRRM3,,0,Plasma membrane,"Intermediate filaments, Microtubules",Approved
SRRM4,A7MD48,1,,,
SRRM5,B3KS81,1,Vesicles,Centrosome,Approved
SRRT,Q9BXP5,1,Nucleoplasm,,Enhanced
SRSF1,Q07955,1,Nucleoplasm,,Supported
SRSF10,O75494,1,Nucleoplasm,,Supported
SRSF11,Q05519,1,Nuclear speckles,,Supported
SRSF12,Q8WXF0,1,,,
SRSF2,Q01130,1,Nucleoplasm,Cytosol,Approved
SRSF3,P84103,1,Nucleoplasm,,Supported
SRSF4,Q08170,1,Nuclear speckles,,Supported
SRSF5,Q13243,1,Nucleoplasm,"Nucleoli, Cytosol",Supported
SRSF6,Q13247,1,Nuclear speckles,,Supported
SRSF7,Q16629,1,Nucleoplasm,,Enhanced
SRSF8,Q9BRL6,1,Nucleoplasm,Cytosol,Supported
SRSF9,Q13242,1,Nucleoplasm,Nucleoli,Supported
SRXN1,Q9BYN0,1,,,
SRY,Q05066,1,,,
SS18,Q15532,1,Nucleoplasm,Cytosol,Approved
SS18L1,O75177,1,"Nucleoplasm, Cytosol",,Supported
SS18L2,Q9UHA2,1,"Nucleoli, Mitochondria",Nucleoplasm,Approved
SSB,P05455,1,Nucleoplasm,,Approved
SSBP1,Q04837,1,Mitochondria,,Supported
SSBP2,P81877,1,Nucleoplasm,,Enhanced
SSBP3,Q9BWW4,1,Nucleoplasm,,Approved
SSBP4,Q9BWG4,1,Nucleoplasm,,Approved
SSC4D,Q8WTU2,1,,,
SSC5D,A1L4H1,1,"Nucleoplasm, Cytosol",,Approved
SSH1,Q8WYL5,1,Plasma membrane,"Nucleoplasm, Cytosol",Uncertain
SSH2,Q76I76,1,,,
SSH3,Q8TE77,1,"Nuclear speckles, Cytosol","Plasma membrane, Actin filaments",Approved
SSMEM1,Q8WWF3,1,,,
SSNA1,O43805,1,,,
SSPN,Q14714,1,Nuclear membrane,Nucleoplasm,Approved
SSR1,P43307,1,Endoplasmic reticulum,,Supported
SSR2,P43308,1,,,
SSR3,Q9UNL2,1,,,
SSR4,P51571,1,Endoplasmic reticulum,,Supported
SSRP1,Q08945,1,Cytosol,Nucleoplasm,Uncertain
SST,P61278,1,,,
SSTR1,P30872,1,Vesicles,,Uncertain
SSTR2,P30874,1,Cytosol,,Supported
SSTR3,P32745,1,,,
SSTR4,P31391,1,,,
SSTR5,P35346,1,Plasma membrane,,Supported
SSU72,Q9NP77,1,"Nucleoplasm, Cytosol",,Approved
SSU72P2,,0,,,
SSU72P3,,0,,,
SSU72P4,,0,,,
SSU72P5,,0,,,
SSU72P7,,0,,,
SSU72P8,,0,,,
SSUH2,Q9Y2M2,1,,,
SSX1,Q16384,1,"Nucleoplasm, Nucleoli",,Approved
SSX2,Q16385,1,"Nucleoplasm, Nucleoli",,Approved
SSX2B,Q16385,1,"Nucleoplasm, Nucleoli",,Approved
SSX2IP,Q9Y2D8,1,Cell Junctions,,Approved
SSX3,Q99909,1,"Nucleoplasm, Nucleoli",,Approved
SSX4,O60224,1,"Nucleoplasm, Nucleoli",,Approved
SSX4B,O60224,1,"Nucleoplasm, Nucleoli",,Approved
SSX5,O60225,1,"Nucleoplasm, Nucleoli",,Approved
SSX7,Q7RTT5,1,"Nucleoplasm, Nucleoli",,Approved
ST13,P50502,1,Cytosol,,Enhanced
ST14,Q9Y5Y6,1,"Nucleoplasm, Vesicles",,Approved
ST18,O60284,1,,,
ST20,Q9HBF5,1,,,
ST20-MTHFS,,0,,,
ST3GAL1,Q11201,1,,,
ST3GAL2,Q16842,1,Vesicles,,Uncertain
ST3GAL3,Q11203,1,,,
ST3GAL4,Q11206,1,,,
ST3GAL5,Q9UNP4,1,Vesicles,,Approved
ST3GAL6,Q9Y274,1,,,
ST6GAL1,P15907,1,,,
ST6GAL2,Q96JF0,1,Nucleoli fibrillar center,Nucleoplasm,Approved
ST6GALNAC1,Q9NSC7,1,Golgi apparatus,Nucleoplasm,Approved
ST6GALNAC2,Q9UJ37,1,,,
ST6GALNAC3,Q8NDV1,1,Nucleoplasm,,Approved
ST6GALNAC4,Q9H4F1,1,Golgi apparatus,Nucleoplasm,Approved
ST6GALNAC5,Q9BVH7,1,Vesicles,,Approved
ST6GALNAC6,Q969X2,1,,,
ST7,Q9NRC1,1,Nucleoplasm,Cytosol,Supported
ST7L,Q8TDW4,1,Centrosome,,Approved
ST8SIA1,Q92185,1,,,
ST8SIA2,Q92186,1,Golgi apparatus,"Nucleoplasm, Cytosol",Approved
ST8SIA3,O43173,1,Golgi apparatus,,Supported
ST8SIA4,Q92187,1,Golgi apparatus,,Approved
ST8SIA5,O15466,1,"Plasma membrane, Midbody",,Approved
ST8SIA6,P61647,1,Endoplasmic reticulum,,Approved
STAB1,Q9NY15,1,Cytosol,"Nucleoplasm, Plasma membrane",Approved
STAB2,Q8WWQ8,1,Cytosol,,Supported
STAC,Q99469,1,"Nucleoplasm, Plasma membrane",,Uncertain
STAC2,Q6ZMT1,1,Cytosol,,Approved
STAC3,Q96MF2,1,Nucleoplasm,Cytosol,Enhanced
STAG1,Q8WVM7,1,Nucleoplasm,Nuclear bodies,Enhanced
STAG2,Q8N3U4,1,"Nucleoplasm, Nucleoli, Nucleoli fibrillar center",,Supported
STAG3,Q9UJ98,1,Nucleoli,Nucleoplasm,Supported
STAM,Q92783,1,Vesicles,,Supported
STAM2,O75886,1,Vesicles,"Nucleoplasm, Cytosol",Supported
STAMBP,O95630,1,Nucleoplasm,"Plasma membrane, Cytosol",Supported
STAMBPL1,Q96FJ0,1,Plasma membrane,,Approved
STAP1,Q9ULZ2,1,"Nucleoplasm, Centriolar satellite, Mitochondria",Cytosol,Supported
STAP2,Q9UGK3,1,,,
STAR,P49675,1,,,
STARD10,Q9Y365,1,Cytosol,,Supported
STARD13,Q9Y3M8,1,"Golgi apparatus, Vesicles",Nucleoplasm,Uncertain
STARD3,Q14849,1,"Nucleoplasm, Vesicles",Endoplasmic reticulum,Approved
STARD3NL,O95772,1,Vesicles,,Supported
STARD4,Q96DR4,1,Plasma membrane,,Approved
STARD5,Q9NSY2,1,Vesicles,Cytosol,Approved
STARD6,P59095,1,,,
STARD7,Q9NQZ5,1,Mitochondria,,Approved
STARD8,Q92502,1,,,
STARD9,Q9P2P6,1,,,
STAT1,P42224,1,Nucleoplasm,Cytosol,Enhanced
STAT2,P52630,1,Cytosol,Plasma membrane,Supported
STAT3,P40763,1,"Nucleoplasm, Cytosol",,Supported
STAT4,Q14765,1,,,
STAT5A,P42229,1,"Nucleoplasm, Cytosol",,Enhanced
STAT5B,P51692,1,Cytosol,,Approved
STAT6,P42226,1,Cytosol,Nucleoplasm,Supported
STATH,P02808,1,,,
STAU1,O95793,1,Cytosol,,Enhanced
STAU2,Q9NUL3,1,Nucleoplasm,Cytosol,Supported
STBD1,O95210,1,Endoplasmic reticulum,,Approved
STC1,P52823,1,,,
STC2,O76061,1,Endoplasmic reticulum,,Approved
STEAP1,Q9UHE8,1,,,
STEAP1B,Q6NZ63,1,,,
STEAP2,Q8NFT2,1,Vesicles,,Supported
STEAP3,Q658P3,1,Cytosol,Nucleoli,Approved
STEAP4,Q687X5,1,"Nucleoplasm, Plasma membrane",,Approved
STH,Q8IWL8,1,"Nucleoplasm, Golgi apparatus",Cytosol,Supported
STIL,Q15468,1,"Nucleoplasm, Centrosome",,Approved
STIM1,Q13586,1,Endoplasmic reticulum,,Enhanced
STIM2,Q9P246,1,,,
STIMATE,Q86TL2,1,Cytosol,,Approved
STIMATE-MUSTN1,,0,Cytosol,,Approved
STING1,Q86WV6,1,Cytosol,Nucleoplasm,Supported
STIP1,P31948,1,"Plasma membrane, Cytosol",Nucleoplasm,Approved
STK10,O94804,1,"Nucleoplasm, Plasma membrane",,Approved
STK11,Q15831,1,Nucleoplasm,Cytosol,Supported
STK11IP,Q8N1F8,1,Vesicles,,Enhanced
STK16,O75716,1,Cytosol,"Nucleoplasm, Plasma membrane",Supported
STK17A,Q9UEE5,1,Nuclear speckles,Plasma membrane,Supported
